Event,Location,Date,Start,End,Image
Works and Days,Grand Théâtre de la Ville de Luxembourg,29.01,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/works-and-days-iNqQ3d/thumb_photos-20saison_24-EF-80-A125_placeholder3_3_main.jpg
"<span class=""hyphen""> Jean-Guillaume</span> Weis",Grand Théâtre de la Ville de Luxembourg,31.01,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/jean-guillaume-weis-kTmlHB/thumb_photos-20saison_24-EF-80-A125_placeholder3_4_main.jpg
Opéra MET Live : Aida,Ciné Utopia,25.01,18:30,,https://storage.googleapis.com/lu-echo-prod-experiences/pNQ5Po_FRHQCyQmVAMr-/opera-met-live-les-contes-d-hoffmann-ugsrz2/thumb_2425_METOpera_Slide-B2C-Flat_main.jpg
L'orgue à la Française,Philharmonie Luxembourg,03.02.2025,19:30,21:30,https://storage.googleapis.com/lu-echo-prod-experiences/u3vzyP34MvEY44iLJCX7GS/l-orgue-a-la-francaise-k3DbDD/thumb_Kit-Armstrong-7-c-Neda-Navaee_copie_main.jpg
"Material subversions and <span class=""hyphen"">transmediterranean</span> dialogues",Nationalmusée um Fëschmaart,06.02.2025,18:00,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/1dCexH4ccV3szukuVqtcJd/material-subversions-and-transmediterranean-dialogues-QHOZvS/thumb_TOM6494_main.jpg
"Absalon, Absalon !",Grand Théâtre de la Ville de Luxembourg,5.02,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/absalon-absalon-2hSvmz/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Absalon-2C-20Absalon_main.jpg
Workshop ouvert,Grand Théâtre de la Ville de Luxembourg,08.02.2025,14:00,16:00,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/workshop-ouvert-642ni7/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Jill-20Crovisier_main.jpg
Projet V.I.P.,Rotondes,7.02,19:00,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/projet-v-i-p-bTHfGk/thumb_DSF3903-Eric-Engel_main.jpg
"Le fil de <span class=""hyphen"">l'illusion </span>",Rotondes,7.02,19:00,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/projet-v-i-p-uAgZRV/thumb_VIP-03_main.JPG
Leuchtfeuer,Théâtre des Capucins,1.02,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/leuchtfeuer-6oGAoj/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Leuchtfeuer_main.jpg
Das Verhältnis von Kunst und Raum,Nationalmusée um Fëschmaart,09.02.2025,17:00,,https://storage.googleapis.com/lu-echo-prod-experiences/1dCexH4ccV3szukuVqtcJd/the-relation-between-art-and-space-Eu8QBp/thumb_TOM6485_2024-07-03-100259_iteg_main.jpg
Amala Dianor,Grand Théâtre de la Ville de Luxembourg,11.02,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/amala-dianor-0cdbS3/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Amala-20Dianor_main.jpg
Jill Crovisier,Grand Théâtre de la Ville de Luxembourg,13.02,20:00,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/jill-crovisier-0UTSmS/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Jill-20Crovisier_main.jpg
Das Verhältnis von Kunst und Raum,Nationalmusée um Fëschmaart,9.01,18:00,,https://storage.googleapis.com/lu-echo-prod-experiences/1dCexH4ccV3szukuVqtcJd/the-relation-between-art-and-space-F-rrsV/thumb_TOM6502_main.jpg
Ohne Grenzen - ein Tischtuch wie kein anderes,Nationalmusée um Fëschmaart,30.07.2024,14:00,,https://storage.googleapis.com/lu-echo-prod-experiences/1dCexH4ccV3szukuVqtcJd/no-limits-a-tablecloth-like-no-other-RB0Ff2/thumb_TOM6490_main.jpg
Compagnie Alfonso Losa,Grand Théâtre de la Ville de Luxembourg,25.02,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/compagnie-alfonso-losa-gtqwFP/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Alter-20Ego_main.jpg
La Serpillère de Monsieur Mutt,Rotondes,27.02,15:00,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/la-serpillere-de-monsieur-mutt-WD5nRX/thumb_5-La-serpillere-de-monsieur-mutt-MA-CIE-Stephane-Bellocq_main.JPG
Picture a day like this,Grand Théâtre de la Ville de Luxembourg,28.02,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/picture-a-day-like-this-8pc0iC/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Picture-20a-20day-20like-20this_main.jpg
"Die <span class=""hyphen"">Dreigroschenoper </span>",Grand Théâtre de la Ville de Luxembourg,7.03,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/die-dreigroschenoper-_8iC14/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Die-20Dreigroschenoper_main.jpg
"<span class=""hyphen""> #Motherfuckinghood</span>",Théâtre des Capucins,12.03,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/motherfuckinghood-HpBVRZ/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_motherfuckinghood_main.jpg
PLAY,Rotondes,13.03,15:00,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/play-XiFkM7/thumb_WEB-DSC_2736-Mike-Zenari_main.jpg
LACRIMA,Grand Théâtre de la Ville de Luxembourg,14.03,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/lacrima-yIJknP/thumb_photos-20saison_24-EF-80-A125_placeholder3_5_main.jpg
"Marc Henri Reckinger. Lëtzebuerger <span class=""hyphen"">Konschtpräis </span>",Nationalmusée um Fëschmaart,11.10.2024,,16.03.2025,https://storage.googleapis.com/lu-echo-prod-experiences/1dCexH4ccV3szukuVqtcJd/letzebuerger-konschtprais-2024-hommage-a-marc-henri-reckinger-s3urNg/thumb_Boucle-marqu-e_main.jpg
Loving Highsmith,Rotondes,18.03.2025,19:00,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/loving-highsmith-FJkCem/thumb_c-Loving-Highsmith_main.jpg
"<span class=""hyphen""> D’Geschicht</span> vum Kanner- a Jugendtheater zu Lëtzebuerg, Deel 2",Rotondes,20.03.2025,18:30,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/d-geschicht-vum-kanner-a-jugendtheater-zu-letzebuerg-deel-2-kQVsVU/thumb_Zaubermillen-32Sven-Becker_main.jpg
La vie est une fête,Grand Théâtre de la Ville de Luxembourg,20.03,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/la-vie-est-une-fete-rM4C_q/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_La-20vie-20est-20une-20f-C3-AAte_main.jpg
"We Come from Far, Far Away",Rotondes,21.03,19:00,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/we-come-from-far-far-away-G-lk1e/thumb_FA-15-Premysl-Bukovsky_main.jpg
Opéra MET Live : Fidelio,Ciné Utopia,15.03,18:00,17:00,https://storage.googleapis.com/lu-echo-prod-experiences/pNQ5Po_FRHQCyQmVAMr-/opera-met-live-les-contes-d-hoffmann-ugsrz2/thumb_2425_METOpera_Slide-B2C-Flat_main.jpg
Hofesh Shechter,Grand Théâtre de la Ville de Luxembourg,27.03,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/hofesh-shechter-qNFRqL/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Hofesh-20Shechter_main.jpg
Elektra,Grand Théâtre de la Ville de Luxembourg,19.03,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/elektra-BO5-lx/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Elektra_main.jpg
"<span class=""hyphen""> Concert-surprise</span> : Les trois Mozart / Le Mozart des Caraïbes",Philharmonie Luxembourg,31.03.2025,19:30,21:30,https://storage.googleapis.com/lu-echo-prod-experiences/u3vzyP34MvEY44iLJCX7GS/concert-surprise-les-trois-mozart-le-mozart-des-caraibes-Bg56FO/thumb_KMUN9hires-1024x875_Umberto-Nicoletti_main.jpg
Compagnie 111 – Aurélien Bory,Grand Théâtre de la Ville de Luxembourg,2.04,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/compagnie-111-aurelien-bory-22wWSf/thumb_photos-20saison_24-EF-80-A125_placeholder4_main.jpg
Josef Nadj,Grand Théâtre de la Ville de Luxembourg,3.04,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/josef-nadj-TMvG2y/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Josef-20Nadj_main.jpg
"<span class=""hyphen""> Instrumentelabo </span>",Rotondes,14.04.2025,14:00,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/instrumentelabo-BkyjsT/thumb_20220411_Instrumentelabo-Rotondes-cEric-Engel-54_main.jpg
"Les cinq Mousquetaires x 10 = 50e anniversaire de la mort de <span class=""hyphen"">Chostakovitch </span>",Philharmonie Luxembourg,28.04.2025,19:30,17:00,https://storage.googleapis.com/lu-echo-prod-experiences/LtnKpnOcQaoLnD9w59NY/les-cinq-mousquetaires-x-10-50e-anniversaire-de-la-mort-de-chostakovitch-SHnSfC/thumb_920e3029e51f2b1ce86ce2ba9fa53676_main.jpeg
Gypsy,Grand Théâtre de la Ville de Luxembourg,30.04,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/gypsy-UjGWR9/thumb_photos-20saison_24-EF-80-A125_placeholder3_0_main.jpg
Opéra MET Live : Le Nozze di Figaro,Ciné Utopia,26.04,19:00,,https://storage.googleapis.com/lu-echo-prod-experiences/pNQ5Po_FRHQCyQmVAMr-/opera-met-live-les-contes-d-hoffmann-ugsrz2/thumb_2425_METOpera_Slide-B2C-Flat_main.jpg
Die freiwilligen Angsthasen,Rotondes,6.05,15:00,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/die-freiwilligen-angsthasen-ENv4N8/thumb_Die-freiwilligen-Angsthasen-13_-Agora-Theater-c-Agora-Theater_main.jpg
Circa & Franui,Grand Théâtre de la Ville de Luxembourg,7.05,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/circa-franui-pp8mbt/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Circa_main.jpg
Spring Awakenings,Théâtre des Capucins,25.04,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/spring-awakenings-HJTXXo/thumb_photos-20saison_24-EF-80-A125_placeholder3_main.jpg
Donne-moi la main (Happy Manif),Rotondes,16.05.2025,19:00,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/donne-moi-la-main-happy-manif-ORp4Rh/thumb_Donne-Moi-la-Main-2_David-Rolland-Choregrafies-Kalimba_main.jpg
New Beginning,Grand Théâtre de la Ville de Luxembourg,16.05,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/new-beginning-2j_CoO/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_New-20Beginning_main.jpg
Ballroom,Rotondes,16.05,19:00,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/ballroom-6kgn54/thumb_Ballroom_Geert_Goiris-1_main.png
Moon Bird,Rotondes,20.05,9:30,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/moon-bird-g5Z0Ek/thumb_Moonbird-1-Klankennest-josefientondeleir_main.jpg
La Cenerentola,Grand Théâtre de la Ville de Luxembourg,21.05,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/la-cenerentola-9yqOMn/thumb_photos-20saison_24-EF-80-A125_placeholder4_0_main.jpg
Africa Simply the Best,Théâtre des Capucins,23.05,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/africa-simply-the-best-Y1noVU/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Afrika-20Simply-20the-20Best_main.jpg
Opéra MET Live : Salomé,Ciné Utopia,17.05,19:00,,https://storage.googleapis.com/lu-echo-prod-experiences/pNQ5Po_FRHQCyQmVAMr-/opera-met-live-les-contes-d-hoffmann-ugsrz2/thumb_2425_METOpera_Slide-B2C-Flat_main.jpg
Opéra MET Live : Il Barbiere Di Siviglia,Ciné Utopia,31.05.2025,19:00,23:59,https://storage.googleapis.com/lu-echo-prod-experiences/pNQ5Po_FRHQCyQmVAMr-/opera-met-live-les-contes-d-hoffmann-ugsrz2/thumb_2425_METOpera_Slide-B2C-Flat_main.jpg
Musette et Tango - le swing estival,Philharmonie Luxembourg,02.06.2025,19:30,13:00,https://storage.googleapis.com/lu-echo-prod-experiences/LtnKpnOcQaoLnD9w59NY/musette-et-tango-le-swing-estival-b-Kxz0/thumb_6a3c998fafd8774bf30c07436c7c87ca_main.jpg
"Masterclass <span class=""hyphen"">professionnelle </span>",Grand Théâtre de la Ville de Luxembourg,12.06.2025,11:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/masterclass-professionnelle-2Vs-Bz/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Botis-20Seva_main.jpg
Botis Seva / Far From The Norm,Grand Théâtre de la Ville de Luxembourg,11.06,20:00,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/botis-seva-far-from-the-norm-tXZLdw/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Botis-20Seva_main.jpg
Labos Weekend,Rotondes,13.06,,14.06,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/labos-weekend-jeTks0/thumb_Labos-Fest-2022-Rotondes-c-Eric-Engel-171_main.jpg
Noises Off,Grand Théâtre de la Ville de Luxembourg,13.06,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/noises-off-u37cNE/thumb_photos-20saison_24-EF-80-A125_placeholder3_1_main.jpg
Hip Hop Marathon 2025,Rotondes,19.06.2025,19:00,,https://storage.googleapis.com/lu-echo-prod-experiences/pINu4mSMDO3npx9DerXR/hip-hop-marathon-2025-N62mFe/thumb_DSF4574Eric-Engel_main.jpg
Nederlands Dans Theater: NDT 1,Grand Théâtre de la Ville de Luxembourg,18.06,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/nederlands-dans-theater-ndt-1-XRUkqp/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_NDT_main.jpg
Ultima Vez / Lukah Katangila,Grand Théâtre de la Ville de Luxembourg,21.06,20:00,,https://storage.googleapis.com/lu-echo-prod-experiences/TBMRV7IzxEtChQAVmg7d/ultima-vez-lukah-katangila-cSKuvn/thumb_Les-20Theatres-20de-20la-20Ville-20de-20Luxembourg_Ultima-20Vez_main.jpg
Cuban salsa class [beginners],École de danses latines Danse-Salsa,09.09.2024,19:00,,https://storage.googleapis.com/lu-echo-prod-experiences/RwH7tuEZlUWOddJx5jlK/cuban-salsa-class-beginners-S_WNPr/thumb_IMG_6570_main.jpg
"Cuban salsa class <span class=""hyphen"">[intermediates] </span>",École de danses latines Danse-Salsa,09.09.2024,19:00,18:00,https://storage.googleapis.com/lu-echo-prod-experiences/RwH7tuEZlUWOddJx5jlK/cuban-salsa-class-intermediates-VtoZ3w/thumb_31_main.jpg
